trip count,tripduration,start date,start time,stop date,stop time,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1,362,1/8/20,11:39:12 AM,1/8/20,11:45:15 AM,3213,Van Vorst Park,40.71848892,-74.04772663,3681,Grand St,40.71517768,-74.03768331,29506,Subscriber,1982,Female
1,112,1/8/20,11:41:54 AM,1/8/20,11:43:47 AM,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,29520,Subscriber,1994,Male
1,142,1/8/20,11:43:19 AM,1/8/20,11:45:42 AM,3194,McGinley Square,40.72533993,-74.06762213,3678,Fairmount Ave,40.72572614,-74.07195926,26266,Subscriber,1968,Male
1,131,1/8/20,11:43:57 AM,1/8/20,11:46:08 AM,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29572,Subscriber,1949,Male
1,205,1/8/20,11:45:45 AM,1/8/20,11:49:11 AM,3639,Harborside,40.7192517,-74.034234,3638,Washington St,40.7242941,-74.0354826,29537,Subscriber,1969,Female
1,238,1/8/20,11:50:15 AM,1/8/20,11:54:14 AM,3211,Newark Ave,40.72152515,-74.04630454,3187,Warren St,40.7211236,-74.03805095,26233,Subscriber,1985,Male
1,466,1/8/20,11:51:05 AM,1/8/20,11:58:52 AM,3203,Hamilton Park,40.72759597,-74.04424731,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,29293,Subscriber,1983,Male
1,187,1/8/20,11:53:28 AM,1/8/20,11:56:36 AM,3639,Harborside,40.7192517,-74.034234,3638,Washington St,40.7242941,-74.0354826,26152,Subscriber,1985,Male
1,338,1/8/20,11:53:49 AM,1/8/20,11:59:27 AM,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3681,Grand St,40.71517768,-74.03768331,29470,Subscriber,1962,Male
1,518,1/8/20,11:56:56 AM,1/8/20,12:05:34 PM,3276,Marin Light Rail,40.71458404,-74.04281706,3270,Jersey & 6th St,40.72528911,-74.04557168,29514,Subscriber,1977,Female
1,504,1/8/20,11:57:32 AM,1/8/20,12:05:56 PM,3205,JC Medical Center,40.71653978,-74.04963791,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29450,Subscriber,1970,Male
1,434,1/8/20,11:59:23 AM,1/8/20,12:06:37 PM,3213,Van Vorst Park,40.71848892,-74.04772663,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,26219,Subscriber,1969,Unknown
1,171,1/8/20,12:02:45 PM,1/8/20,12:05:36 PM,3185,City Hall,40.7177325,-74.043845,3681,Grand St,40.71517768,-74.03768331,26171,Subscriber,1968,Female
1,387,1/8/20,12:03:38 PM,1/8/20,12:10:05 PM,3639,Harborside,40.7192517,-74.034234,3272,Jersey & 3rd,40.72333159,-74.04595256,29541,Customer,1969,Unknown
1,248,1/8/20,12:05:23 PM,1/8/20,12:09:32 PM,3186,Grove St PATH,40.71958612,-74.04311746,3639,Harborside,40.7192517,-74.034234,29125,Subscriber,1968,Male
1,560,1/8/20,12:09:20 PM,1/8/20,12:18:40 PM,3199,Newport Pkwy,40.7287448,-74.0321082,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29582,Subscriber,1975,Male
1,203,1/8/20,12:11:36 PM,1/8/20,12:15:00 PM,3638,Washington St,40.7242941,-74.0354826,3639,Harborside,40.7192517,-74.034234,29537,Subscriber,1985,Male
1,605,1/8/20,12:15:09 PM,1/8/20,12:25:15 PM,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,29125,Subscriber,1962,Male
1,359,1/8/20,12:16:21 PM,1/8/20,12:22:20 PM,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,29595,Subscriber,1968,Male
1,174,1/8/20,12:18:52 PM,1/8/20,12:21:46 PM,3276,Marin Light Rail,40.71458404,-74.04281706,3681,Grand St,40.71517768,-74.03768331,29587,Subscriber,1991,Female
1,479,1/8/20,12:23:42 PM,1/8/20,12:31:42 PM,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,29595,Subscriber,1986,Male
1,284,1/8/20,12:24:45 PM,1/8/20,12:29:29 PM,3205,JC Medical Center,40.71653978,-74.04963791,3279,Dixon Mills,40.72163014,-74.04996783,29676,Customer,1986,Female
1,225,1/8/20,12:25:19 PM,1/8/20,12:29:04 PM,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,29582,Subscriber,1981,Male
1,393,1/8/20,12:35:44 PM,1/8/20,12:42:17 PM,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,26266,Subscriber,1993,Female
1,351,1/8/20,12:39:00 PM,1/8/20,12:44:52 PM,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,29291,Subscriber,1984,Male
1,289,1/8/20,12:39:51 PM,1/8/20,12:44:41 PM,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,26263,Subscriber,1975,Female
1,358,1/8/20,12:43:44 PM,1/8/20,12:49:42 PM,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958612,-74.04311746,29572,Subscriber,1969,Unknown
1,771,1/8/20,12:44:51 PM,1/8/20,12:57:42 PM,3203,Hamilton Park,40.72759597,-74.04424731,3195,Sip Ave,40.7308971,-74.06391263,26289,Subscriber,1987,Male
1,376,1/8/20,12:45:50 PM,1/8/20,12:52:07 PM,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,29259,Subscriber,1969,Unknown
1,141,1/8/20,12:47:33 PM,1/8/20,12:49:54 PM,3184,Paulus Hook,40.7141454,-74.0335519,3681,Grand St,40.71517768,-74.03768331,26299,Subscriber,1964,Male
1,705,1/8/20,12:49:11 PM,1/8/20,1:00:57 PM,3195,Sip Ave,40.7308971,-74.06391263,3203,Hamilton Park,40.72759597,-74.04424731,29492,Subscriber,1991,Female
1,134,1/8/20,12:49:19 PM,1/8/20,12:51:34 PM,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,29608,Subscriber,1996,Female
1,271,1/8/20,12:51:29 PM,1/8/20,12:56:01 PM,3640,Journal Square,40.73367,-74.0625,3201,Dey St,40.737711,-74.066921,26297,Subscriber,1994,Male
1,166,1/8/20,12:51:58 PM,1/8/20,12:54:44 PM,3639,Harborside,40.7192517,-74.034234,3187,Warren St,40.7211236,-74.03805095,29666,Subscriber,1952,Female
1,185,1/8/20,12:53:54 PM,1/8/20,12:56:59 PM,3681,Grand St,40.71517768,-74.03768331,3185,City Hall,40.7177325,-74.043845,26171,Subscriber,1968,Female
1,256,1/8/20,12:54:02 PM,1/8/20,12:58:19 PM,3186,Grove St PATH,40.71958612,-74.04311746,3481,York St,40.71649,-74.04105,26283,Subscriber,1954,Female
1,155,1/8/20,12:55:32 PM,1/8/20,12:58:08 PM,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,29470,Subscriber,1981,Male
1,323,1/8/20,12:55:37 PM,1/8/20,1:01:01 PM,3194,McGinley Square,40.72533993,-74.06762213,3206,Hilltop,40.7311689,-74.0575736,29120,Subscriber,1978,Male
1,433,1/8/20,12:58:42 PM,1/8/20,1:05:56 PM,3279,Dixon Mills,40.72163014,-74.04996783,3681,Grand St,40.71517768,-74.03768331,29676,Customer,1986,Female
1,325,1/8/20,12:58:44 PM,1/8/20,1:04:09 PM,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,29291,Subscriber,1984,Male
1,1163,1/8/20,12:59:47 PM,1/8/20,1:19:11 PM,3206,Hilltop,40.7311689,-74.0575736,3198,Heights Elevator,40.74871595,-74.0404433,29681,Customer,1969,Unknown
1,447,1/8/20,1:03:10 PM,1/8/20,1:10:38 PM,3202,Newport PATH,40.7272235,-74.0337589,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,29445,Customer,1993,Male
1,531,1/8/20,1:05:14 PM,1/8/20,1:14:05 PM,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,26178,Subscriber,1976,Male
1,453,1/8/20,1:05:18 PM,1/8/20,1:12:51 PM,3185,City Hall,40.7177325,-74.043845,3638,Washington St,40.7242941,-74.0354826,29593,Subscriber,1981,Male
1,201,1/8/20,1:05:19 PM,1/8/20,1:08:40 PM,3187,Warren St,40.7211236,-74.03805095,3681,Grand St,40.71517768,-74.03768331,29513,Subscriber,1975,Male
1,357,1/8/20,1:08:29 PM,1/8/20,1:14:27 PM,3272,Jersey & 3rd,40.72333159,-74.04595256,3639,Harborside,40.7192517,-74.034234,29541,Customer,1969,Unknown
1,144,1/8/20,1:11:31 PM,1/8/20,1:13:55 PM,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,29281,Subscriber,1978,Male
1,2522,1/8/20,1:17:20 PM,1/8/20,1:59:23 PM,3185,City Hall,40.7177325,-74.043845,3483,Montgomery St,40.71942,-74.05099,29248,Subscriber,1987,Male
1,132,1/8/20,1:17:25 PM,1/8/20,1:19:37 PM,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,29453,Subscriber,1978,Male
1,301,1/8/20,1:20:35 PM,1/8/20,1:25:36 PM,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,29492,Subscriber,1985,Male
1,381,1/8/20,1:20:46 PM,1/8/20,1:27:08 PM,3275,Columbus Drive,40.7183552,-74.03891444,3199,Newport Pkwy,40.7287448,-74.0321082,29473,Subscriber,1980,Male
1,356,1/8/20,1:21:15 PM,1/8/20,1:27:11 PM,3186,Grove St PATH,40.71958612,-74.04311746,3639,Harborside,40.7192517,-74.034234,29483,Subscriber,1970,Male
1,235,1/8/20,1:22:07 PM,1/8/20,1:26:03 PM,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,26181,Subscriber,1978,Male
1,89,1/8/20,1:23:19 PM,1/8/20,1:24:49 PM,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,29665,Subscriber,1978,Male
1,505,1/8/20,1:25:27 PM,1/8/20,1:33:53 PM,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,29677,Subscriber,1956,Female
1,175,1/8/20,1:25:32 PM,1/8/20,1:28:27 PM,3211,Newark Ave,40.72152515,-74.04630454,3278,Monmouth and 6th,40.72568548,-74.04879034,29281,Subscriber,1969,Unknown
1,91,1/8/20,1:28:18 PM,1/8/20,1:29:50 PM,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,26171,Subscriber,1978,Male
1,202,1/8/20,1:31:14 PM,1/8/20,1:34:36 PM,3677,Glenwood Ave,40.72755147,-74.07106072,3225,Baldwin at Montgomery,40.7236589,-74.0641943,29211,Subscriber,1989,Male
1,189,1/8/20,1:31:28 PM,1/8/20,1:34:38 PM,3187,Warren St,40.7211236,-74.03805095,3639,Harborside,40.7192517,-74.034234,26233,Subscriber,1952,Female
1,277,1/8/20,1:32:18 PM,1/8/20,1:36:56 PM,3640,Journal Square,40.73367,-74.0625,3207,Oakland Ave,40.7376037,-74.0524783,29289,Subscriber,1957,Male
1,356,1/8/20,1:32:43 PM,1/8/20,1:38:40 PM,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29307,Subscriber,1986,Female
1,171,1/8/20,1:33:09 PM,1/8/20,1:36:00 PM,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,26180,Subscriber,1987,Male
1,171,1/8/20,1:33:18 PM,1/8/20,1:36:10 PM,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,26179,Subscriber,1978,Male
1,169,1/8/20,1:34:12 PM,1/8/20,1:37:01 PM,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,29209,Subscriber,1982,Male
1,461,1/8/20,1:34:20 PM,1/8/20,1:42:02 PM,3206,Hilltop,40.7311689,-74.0575736,3275,Columbus Drive,40.7183552,-74.03891444,29120,Subscriber,1987,Male
1,540,1/8/20,1:34:54 PM,1/8/20,1:43:54 PM,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3275,Columbus Drive,40.7183552,-74.03891444,29228,Subscriber,1989,Male
1,292,1/8/20,1:36:22 PM,1/8/20,1:41:15 PM,3186,Grove St PATH,40.71958612,-74.04311746,3481,York St,40.71649,-74.04105,29591,Subscriber,1980,Female
1,134,1/8/20,1:37:38 PM,1/8/20,1:39:52 PM,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,29291,Subscriber,1963,Male
1,507,1/8/20,1:38:02 PM,1/8/20,1:46:30 PM,3205,JC Medical Center,40.71653978,-74.04963791,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,29217,Subscriber,1982,Male
1,96,1/8/20,1:39:20 PM,1/8/20,1:40:56 PM,3273,Manila & 1st,40.72165072,-74.04288411,3211,Newark Ave,40.72152515,-74.04630454,29201,Subscriber,1978,Male
1,92,1/8/20,1:41:16 PM,1/8/20,1:42:49 PM,3205,JC Medical Center,40.71653978,-74.04963791,3213,Van Vorst Park,40.71848892,-74.04772663,29259,Subscriber,1964,Female
1,627,1/8/20,1:41:47 PM,1/8/20,1:52:14 PM,3207,Oakland Ave,40.7376037,-74.0524783,3211,Newark Ave,40.72152515,-74.04630454,29524,Subscriber,1997,Unknown
1,585,1/8/20,1:42:02 PM,1/8/20,1:51:48 PM,3278,Monmouth and 6th,40.72568548,-74.04879034,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29281,Subscriber,1969,Unknown
1,93,1/8/20,1:44:24 PM,1/8/20,1:45:57 PM,3273,Manila & 1st,40.72165072,-74.04288411,3211,Newark Ave,40.72152515,-74.04630454,29300,Subscriber,1978,Male
1,1730,1/8/20,1:47:11 PM,1/8/20,2:16:02 PM,3195,Sip Ave,40.7308971,-74.06391263,3203,Hamilton Park,40.72759597,-74.04424731,26289,Subscriber,1987,Male
1,87,1/8/20,1:47:37 PM,1/8/20,1:49:04 PM,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,26286,Subscriber,1964,Female
1,3673,1/8/20,1:49:23 PM,1/8/20,2:50:36 PM,3276,Marin Light Rail,40.71458404,-74.04281706,3192,Liberty Light Rail,40.7112423,-74.0557013,29121,Customer,1983,Female
1,403,1/8/20,1:49:23 PM,1/8/20,1:56:06 PM,3273,Manila & 1st,40.72165072,-74.04288411,3199,Newport Pkwy,40.7287448,-74.0321082,29670,Subscriber,1978,Male
1,174,1/8/20,1:49:25 PM,1/8/20,1:52:19 PM,3639,Harborside,40.7192517,-74.034234,3638,Washington St,40.7242941,-74.0354826,29125,Subscriber,1985,Male
1,3591,1/8/20,1:50:05 PM,1/8/20,2:49:57 PM,3276,Marin Light Rail,40.71458404,-74.04281706,3192,Liberty Light Rail,40.7112423,-74.0557013,29456,Customer,1984,Male
1,249,1/8/20,1:50:17 PM,1/8/20,1:54:26 PM,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,29514,Subscriber,1961,Female
1,176,1/8/20,1:50:47 PM,1/8/20,1:53:44 PM,3276,Marin Light Rail,40.71458404,-74.04281706,3213,Van Vorst Park,40.71848892,-74.04772663,26200,Subscriber,1989,Male
1,228,1/8/20,1:51:32 PM,1/8/20,1:55:20 PM,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,26173,Subscriber,1988,Male
1,1226,1/8/20,1:52:28 PM,1/8/20,2:12:54 PM,3273,Manila & 1st,40.72165072,-74.04288411,3198,Heights Elevator,40.74871595,-74.0404433,26225,Subscriber,1964,Female
1,423,1/8/20,1:52:46 PM,1/8/20,1:59:50 PM,3195,Sip Ave,40.7308971,-74.06391263,3193,Lincoln Park,40.7246051,-74.07840595,29654,Subscriber,1982,Male
1,666,1/8/20,1:57:55 PM,1/8/20,2:09:02 PM,3214,Essex Light Rail,40.7127742,-74.0364857,3270,Jersey & 6th St,40.72528911,-74.04557168,29608,Subscriber,1996,Female
1,205,1/8/20,2:03:05 PM,1/8/20,2:06:30 PM,3205,JC Medical Center,40.71653978,-74.04963791,3276,Marin Light Rail,40.71458404,-74.04281706,29235,Subscriber,1987,Male
1,207,1/8/20,2:06:11 PM,1/8/20,2:09:39 PM,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,29474,Subscriber,1993,Male
1,153,1/8/20,2:09:40 PM,1/8/20,2:12:14 PM,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,26180,Subscriber,1987,Male
1,229,1/8/20,2:11:48 PM,1/8/20,2:15:38 PM,3211,Newark Ave,40.72152515,-74.04630454,3275,Columbus Drive,40.7183552,-74.03891444,29201,Subscriber,1967,Male
1,596,1/8/20,2:12:30 PM,1/8/20,2:22:26 PM,3195,Sip Ave,40.7308971,-74.06391263,3193,Lincoln Park,40.7246051,-74.07840595,26232,Subscriber,1967,Male
1,450,1/8/20,2:16:58 PM,1/8/20,2:24:28 PM,3195,Sip Ave,40.7308971,-74.06391263,3210,Pershing Field,40.74267714,-74.05178863,29230,Subscriber,1985,Male
1,452,1/8/20,2:17:18 PM,1/8/20,2:24:50 PM,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,29514,Subscriber,1982,Female
1,1526,1/8/20,2:19:17 PM,1/8/20,2:44:44 PM,3214,Essex Light Rail,40.7127742,-74.0364857,3214,Essex Light Rail,40.7127742,-74.0364857,26248,Subscriber,1968,Male
1,245,1/8/20,2:21:02 PM,1/8/20,2:25:07 PM,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3187,Warren St,40.7211236,-74.03805095,29307,Subscriber,1996,Male
1,409,1/8/20,2:21:35 PM,1/8/20,2:28:24 PM,3209,Brunswick St,40.7241765,-74.0506564,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,29238,Subscriber,1988,Male
1,323,1/8/20,2:23:31 PM,1/8/20,2:28:54 PM,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,29453,Subscriber,1968,Male
1,380,1/8/20,2:31:37 PM,1/8/20,2:37:58 PM,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,26211,Subscriber,1983,Male
1,538,1/8/20,2:33:34 PM,1/8/20,2:42:33 PM,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,26173,Subscriber,1960,Male
1,174,1/8/20,2:36:37 PM,1/8/20,2:39:32 PM,3213,Van Vorst Park,40.71848892,-74.04772663,3276,Marin Light Rail,40.71458404,-74.04281706,26200,Subscriber,1989,Male
1,385,1/8/20,2:43:58 PM,1/8/20,2:50:23 PM,3481,York St,40.71649,-74.04105,3205,JC Medical Center,40.71653978,-74.04963791,41769,Subscriber,1991,Female
1,501,1/8/20,2:47:15 PM,1/8/20,2:55:36 PM,3199,Newport Pkwy,40.7287448,-74.0321082,3269,Brunswick & 6th,40.72601173,-74.05038893,29670,Subscriber,1978,Male
1,433,1/8/20,2:50:30 PM,1/8/20,2:57:44 PM,3268,Lafayette Park,40.71346383,-74.06285852,3185,City Hall,40.7177325,-74.043845,29500,Customer,1991,Male
1,240,1/8/20,2:51:09 PM,1/8/20,2:55:10 PM,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,29608,Subscriber,1976,Male
1,365,1/8/20,2:55:42 PM,1/8/20,3:01:47 PM,3205,JC Medical Center,40.71653978,-74.04963791,3203,Hamilton Park,40.72759597,-74.04424731,29209,Subscriber,1993,Male
1,71,1/8/20,2:55:47 PM,1/8/20,2:56:59 PM,3269,Brunswick & 6th,40.72601173,-74.05038893,3209,Brunswick St,40.7241765,-74.0506564,29670,Subscriber,1978,Male
1,402,1/8/20,2:57:15 PM,1/8/20,3:03:58 PM,3638,Washington St,40.7242941,-74.0354826,3185,City Hall,40.7177325,-74.043845,29593,Subscriber,1981,Male
1,792,1/8/20,2:57:49 PM,1/8/20,3:11:01 PM,3203,Hamilton Park,40.72759597,-74.04424731,3267,Morris Canal,40.71241882,-74.03852552,29677,Subscriber,1977,Female
1,246,1/8/20,2:58:33 PM,1/8/20,3:02:40 PM,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,29619,Subscriber,1977,Female
1,2303,1/8/20,3:00:46 PM,1/8/20,3:39:09 PM,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,29280,Subscriber,1964,Male
1,357,1/8/20,3:04:38 PM,1/8/20,3:10:35 PM,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,29628,Subscriber,1982,Female
1,262,1/8/20,3:05:07 PM,1/8/20,3:09:30 PM,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.7287448,-74.0321082,26152,Subscriber,1976,Female
1,681,1/8/20,3:05:25 PM,1/8/20,3:16:46 PM,3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.7287448,-74.0321082,29279,Subscriber,1982,Female
1,198,1/8/20,3:05:49 PM,1/8/20,3:09:07 PM,3275,Columbus Drive,40.7183552,-74.03891444,3276,Marin Light Rail,40.71458404,-74.04281706,29228,Subscriber,1989,Male
1,678,1/8/20,3:06:30 PM,1/8/20,3:17:48 PM,3185,City Hall,40.7177325,-74.043845,3678,Fairmount Ave,40.72572614,-74.07195926,29545,Subscriber,1968,Male
1,201,1/8/20,3:09:29 PM,1/8/20,3:12:50 PM,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,29550,Subscriber,1993,Male
1,533,1/8/20,3:11:49 PM,1/8/20,3:20:43 PM,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3207,Oakland Ave,40.7376037,-74.0524783,29445,Subscriber,1982,Male
1,164,1/8/20,3:14:45 PM,1/8/20,3:17:29 PM,3205,JC Medical Center,40.71653978,-74.04963791,3211,Newark Ave,40.72152515,-74.04630454,29504,Subscriber,1956,Male
1,167,1/8/20,3:19:11 PM,1/8/20,3:21:58 PM,3481,York St,40.71649,-74.04105,3187,Warren St,40.7211236,-74.03805095,29207,Subscriber,1985,Male
1,232,1/8/20,3:20:59 PM,1/8/20,3:24:52 PM,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,26215,Subscriber,1984,Female
1,289,1/8/20,3:21:31 PM,1/8/20,3:26:21 PM,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,29595,Subscriber,1986,Male
1,234,1/8/20,3:26:05 PM,1/8/20,3:30:00 PM,3207,Oakland Ave,40.7376037,-74.0524783,3210,Pershing Field,40.74267714,-74.05178863,29445,Subscriber,1982,Male
1,198,1/8/20,3:29:09 PM,1/8/20,3:32:28 PM,3211,Newark Ave,40.72152515,-74.04630454,3205,JC Medical Center,40.71653978,-74.04963791,29504,Subscriber,1956,Male
1,589,1/8/20,3:33:37 PM,1/8/20,3:43:27 PM,3195,Sip Ave,40.7308971,-74.06391263,3193,Lincoln Park,40.7246051,-74.07840595,29479,Subscriber,1984,Female
1,219,1/8/20,3:34:24 PM,1/8/20,3:38:03 PM,3186,Grove St PATH,40.71958612,-74.04311746,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,26211,Subscriber,1983,Male
1,399,1/8/20,3:35:08 PM,1/8/20,3:41:48 PM,3275,Columbus Drive,40.7183552,-74.03891444,3203,Hamilton Park,40.72759597,-74.04424731,29201,Subscriber,1987,Male
1,284,1/8/20,3:35:54 PM,1/8/20,3:40:39 PM,3639,Harborside,40.7192517,-74.034234,3186,Grove St PATH,40.71958612,-74.04311746,29483,Subscriber,1968,Male
1,358,1/8/20,3:36:37 PM,1/8/20,3:42:35 PM,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,29470,Subscriber,1991,Male
1,365,1/8/20,3:37:45 PM,1/8/20,3:43:51 PM,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,29514,Subscriber,1972,Female
1,392,1/8/20,3:39:49 PM,1/8/20,3:46:22 PM,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,26263,Subscriber,1975,Male
1,286,1/8/20,3:39:56 PM,1/8/20,3:44:42 PM,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,26170,Subscriber,1993,Female
1,234,1/8/20,3:41:01 PM,1/8/20,3:44:56 PM,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,29670,Subscriber,1984,Male
1,342,1/8/20,3:44:02 PM,1/8/20,3:49:45 PM,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,29639,Subscriber,1987,Male
1,1076,1/8/20,3:44:50 PM,1/8/20,4:02:46 PM,3220,5 Corners Library,40.73496102,-74.05950308,3199,Newport Pkwy,40.7287448,-74.0321082,29297,Subscriber,1959,Male
1,774,1/8/20,3:45:59 PM,1/8/20,3:58:54 PM,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,29279,Subscriber,1980,Unknown
1,407,1/8/20,3:53:07 PM,1/8/20,3:59:55 PM,3185,City Hall,40.7177325,-74.043845,3267,Morris Canal,40.71241882,-74.03852552,26307,Subscriber,1969,Female
1,464,1/8/20,3:53:09 PM,1/8/20,4:00:54 PM,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,29458,Subscriber,1971,Male
1,474,1/8/20,3:56:54 PM,1/8/20,4:04:48 PM,3481,York St,40.71649,-74.04105,3279,Dixon Mills,40.72163014,-74.04996783,29591,Subscriber,1993,Unknown
1,532,1/8/20,3:56:57 PM,1/8/20,4:05:49 PM,3276,Marin Light Rail,40.71458404,-74.04281706,3270,Jersey & 6th St,40.72528911,-74.04557168,29235,Subscriber,1977,Female
1,489,1/8/20,4:00:25 PM,1/8/20,4:08:34 PM,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.7308971,-74.06391263,26258,Subscriber,1982,Male
1,216,1/8/20,4:11:10 PM,1/8/20,4:14:46 PM,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,29229,Subscriber,1955,Male
1,229,1/8/20,4:11:58 PM,1/8/20,4:15:47 PM,3187,Warren St,40.7211236,-74.03805095,3270,Jersey & 6th St,40.72528911,-74.04557168,26184,Subscriber,1996,Female
1,260,1/8/20,4:15:12 PM,1/8/20,4:19:33 PM,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,29670,Subscriber,1976,Male
1,473,1/8/20,4:15:53 PM,1/8/20,4:23:46 PM,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,29527,Subscriber,1975,Male
